Acc_Species_Name,TDWG_Level2,TDWG_Level2_Names,Source
Ipomoea pes-caprae (L.) R.Br.,40,Indian Subcontinent,GRIN
Ipomoea pes-caprae (L.) R.Br.,41,Indo-China,GRIN
Ipomoea pes-caprae (L.) R.Br.,42,Malesia,GRIN
Ipomoea pes-caprae (L.) R.Br.,43,Papuasia,GRIN
Ipomoea pes-caprae (L.) R.Br.,50,Australia,GRIN
Ipomoea pes-caprae (L.) R.Br.,78,Southeastern U.S.A.,GRIN
Ipomoea pes-caprae (L.) R.Br.,77,South-Central U.S.A.,GRIN
Ipomoea pes-caprae (L.) R.Br.,79,Mexico,GRIN
Ipomoea pes-caprae (L.) R.Br.,81,Caribbean,GRIN
Ipomoea pes-caprae (L.) R.Br.,80,Central America,GRIN
Ipomoea pes-caprae (L.) R.Br.,82,Northern South America,GRIN
Ipomoea pes-caprae (L.) R.Br.,84,Brazil,GRIN
Ipomoea pes-caprae (L.) R.Br.,83,Western South America,GRIN
Ipomoea pes-tigridis L.,24,Northeast Tropical Africa,GRIN
Ipomoea pes-tigridis L.,25,East Tropical Africa,GRIN
Ipomoea pes-tigridis L.,23,West-Central Tropical Africa,GRIN
Ipomoea pes-tigridis L.,22,West Tropical Africa,GRIN
Ipomoea pes-tigridis L.,26,South Tropical Africa,GRIN
Ipomoea pes-tigridis L.,27,Southern Africa,GRIN
Ipomoea pes-tigridis L.,36,China,GRIN
Ipomoea pes-tigridis L.,38,Eastern Asia,GRIN
Ipomoea pes-tigridis L.,40,Indian Subcontinent,GRIN
Ipomoea pes-tigridis L.,41,Indo-China,GRIN
Ipomoea pes-tigridis L.,42,Malesia,GRIN
Ipomoea pes-tigridis L.,43,Papuasia,GRIN
Ipomoea purga (Wender.) Hayne,79,Mexico,GRIN
Ipomoea quamoclit L.,79,Mexico,GRIN
Ipomoea quamoclit L.,81,Caribbean,GRIN
Ipomoea quamoclit L.,80,Central America,GRIN
Ipomoea rubriflora O'Donell,78,Southeastern U.S.A.,GRIN
Ipomoea triloba L.,79,Mexico,GRIN
Ipomoea triloba L.,81,Caribbean,GRIN
Ipomoea triloba L.,80,Central America,GRIN
Ipomoea triloba L.,83,Western South America,GRIN
Ipomoea wolcottiana Rose,79,Mexico,GRIN
Ipomoea wolcottiana Rose,80,Central America,GRIN
Iris albicans Lange,35,Arabian Peninsula,GRIN
Iris domestica (L.) Goldblatt & Mabb.,31,Russian Far East ,GRIN
Iris domestica (L.) Goldblatt & Mabb.,36,China,GRIN
Iris domestica (L.) Goldblatt & Mabb.,38,Eastern Asia,GRIN
Iris japonica Thunb.,36,China,GRIN
Iris japonica Thunb.,38,Eastern Asia,GRIN
Iris japonica Thunb.,41,Indo-China,GRIN
Iris pallida Lam.,13,Southeastern Europe,GRIN
Iris spuria L.,20,Northern Africa,GRIN
Iris spuria L.,34,Western Asia,GRIN
Iris spuria L.,33,Caucasus,GRIN
Iris spuria L.,30,Siberia,GRIN
Iris spuria L.,32,Middle Asia,GRIN
Iris spuria L.,37,Mongolia,GRIN
Iris spuria L.,36,China,GRIN
Iris spuria L.,40,Indian Subcontinent,GRIN
Iris spuria L.,10,Northern Europe,GRIN
Iris spuria L.,11,Middle Europe,GRIN
Iris spuria L.,12,Southwestern Europe,GRIN
Iris spuria L.,13,Southeastern Europe,GRIN
Iris spuria L.,14,Eastern Europe,GRIN
Iris tectorum Maxim.,36,China,GRIN
Iris tectorum Maxim.,38,Eastern Asia,GRIN
Iris tectorum Maxim.,41,Indo-China,GRIN
Iris unguicularis Poir.,20,Northern Africa,GRIN
Iris unguicularis Poir.,34,Western Asia,GRIN
Iris unguicularis Poir.,13,Southeastern Europe,GRIN
Iseilema laxum Hack.,40,Indian Subcontinent,GRIN
Ixora javanica (Blume) DC.,41,Indo-China,GRIN
Ixora javanica (Blume) DC.,42,Malesia,GRIN
Jacobaea maritima (L.) Pelser & Meijden,20,Northern Africa,GRIN
Jacobaea maritima (L.) Pelser & Meijden,34,Western Asia,GRIN
Jacobaea maritima (L.) Pelser & Meijden,12,Southwestern Europe,GRIN
Jacobaea maritima (L.) Pelser & Meijden,13,Southeastern Europe,GRIN
Jacquemontia ovalifolia (Choisy) Hallier f.,24,Northeast Tropical Africa,GRIN
Jacquemontia ovalifolia (Choisy) Hallier f.,25,East Tropical Africa,GRIN
Jacquemontia ovalifolia (Choisy) Hallier f.,22,West Tropical Africa,GRIN
Jacquemontia ovalifolia (Choisy) Hallier f.,26,South Tropical Africa,GRIN
Jacquemontia ovalifolia (Choisy) Hallier f.,29,Western Indian Ocean,GRIN
Jacquemontia ovalifolia (Choisy) Hallier f.,79,Mexico,GRIN
Jacquemontia ovalifolia (Choisy) Hallier f.,63,North-Central Pacific,GRIN
Jacquemontia ovalifolia (Choisy) Hallier f.,81,Caribbean,GRIN
Jacquinia armillaris Jacq.,81,Caribbean,GRIN
Jacquinia armillaris Jacq.,82,Northern South America,GRIN
Jacquinia armillaris Jacq.,84,Brazil,GRIN
Jacquinia armillaris Jacq.,83,Western South America,GRIN
Jasminum odoratissimum L.,21,Macaronesia,GRIN
Jasminum odoratissimum L.,25,East Tropical Africa,GRIN
Jasminum odoratissimum L.,23,West-Central Tropical Africa,GRIN
Jasminum odoratissimum L.,26,South Tropical Africa,GRIN
Jasminum polyanthum Franch.,36,China,GRIN
Jatropha curcas L.,79,Mexico,GRIN
Jatropha curcas L.,80,Central America,GRIN
Jatropha curcas L.,84,Brazil,GRIN
Jatropha curcas L.,83,Western South America,GRIN
Jatropha curcas L.,85,Southern South America,GRIN
Jatropha gossypiifolia L.,79,Mexico,GRIN
Jatropha gossypiifolia L.,80,Central America,GRIN
Jatropha gossypiifolia L.,81,Caribbean,GRIN
Jatropha gossypiifolia L.,82,Northern South America,GRIN
Jatropha gossypiifolia L.,83,Western South America,GRIN
Jatropha gossypiifolia L.,84,Brazil,GRIN
Jatropha gossypiifolia L.,85,Southern South America,GRIN
Juglans regia L.,34,Western Asia,GRIN
Juglans regia L.,33,Caucasus,GRIN
Juglans regia L.,32,Middle Asia,GRIN
Juglans regia L.,40,Indian Subcontinent,GRIN
Juglans regia L.,11,Middle Europe,GRIN
Juglans regia L.,13,Southeastern Europe,GRIN
Juncus maritimus Lam.,21,Macaronesia,GRIN
Juncus maritimus Lam.,34,Western Asia,GRIN
Juncus maritimus Lam.,33,Caucasus,GRIN
Juncus maritimus Lam.,32,Middle Asia,GRIN
Juncus maritimus Lam.,10,Northern Europe,GRIN
Juncus maritimus Lam.,11,Middle Europe,GRIN
Juncus maritimus Lam.,12,Southwestern Europe,GRIN
Juncus maritimus Lam.,13,Southeastern Europe,GRIN
Juncus maritimus Lam.,14,Eastern Europe,GRIN
Justicia gendarussa Burm.f.,36,China,GRIN
Kaempferia elegans (Wall.) Baker,36,China,GRIN
Kaempferia elegans (Wall.) Baker,40,Indian Subcontinent,GRIN
Kaempferia elegans (Wall.) Baker,41,Indo-China,GRIN
Kaempferia elegans (Wall.) Baker,42,Malesia,GRIN
Kalanchoe blossfeldiana Poelln.,29,Western Indian Ocean,GRIN
Kalanchoe marmorata Baker,24,Northeast Tropical Africa,GRIN
Kalanchoe marmorata Baker,25,East Tropical Africa,GRIN
Kalanchoe marmorata Baker,23,West-Central Tropical Africa,GRIN
Kalanchoe velutina Welw. ex Britten,26,South Tropical Africa,GRIN
Kerria japonica (L.) DC.,36,China,GRIN
Kerria japonica (L.) DC.,38,Eastern Asia,GRIN
Khaya grandifoliola C.DC.,24,Northeast Tropical Africa,GRIN
Khaya grandifoliola C.DC.,25,East Tropical Africa,GRIN
Khaya grandifoliola C.DC.,23,West-Central Tropical Africa,GRIN
Khaya grandifoliola C.DC.,22,West Tropical Africa,GRIN
Kniphofia uvaria (L.) Oken,27,Southern Africa,GRIN
Koeleria macrantha (Ledeb.) Schult.,20,Northern Africa,GRIN
Koeleria macrantha (Ledeb.) Schult.,34,Western Asia,GRIN
Koeleria macrantha (Ledeb.) Schult.,33,Caucasus,GRIN
Koeleria macrantha (Ledeb.) Schult.,30,Siberia,GRIN
Koeleria macrantha (Ledeb.) Schult.,32,Middle Asia,GRIN
Koeleria macrantha (Ledeb.) Schult.,37,Mongolia,GRIN
Koeleria macrantha (Ledeb.) Schult.,31,Russian Far East ,GRIN
Koeleria macrantha (Ledeb.) Schult.,36,China,GRIN
Koeleria macrantha (Ledeb.) Schult.,38,Eastern Asia,GRIN
Koeleria macrantha (Ledeb.) Schult.,40,Indian Subcontinent,GRIN
Koeleria macrantha (Ledeb.) Schult.,10,Northern Europe,GRIN
Koeleria macrantha (Ledeb.) Schult.,11,Middle Europe,GRIN
Koeleria macrantha (Ledeb.) Schult.,12,Southwestern Europe,GRIN
Koeleria macrantha (Ledeb.) Schult.,13,Southeastern Europe,GRIN
Koeleria macrantha (Ledeb.) Schult.,14,Eastern Europe,GRIN
Koeleria macrantha (Ledeb.) Schult.,70,Subarctic America,GRIN
Koeleria macrantha (Ledeb.) Schult.,71,Western Canada,GRIN
Koeleria macrantha (Ledeb.) Schult.,72,Eastern Canada,GRIN
Koeleria macrantha (Ledeb.) Schult.,73,Northwestern U.S.A.,GRIN
Koeleria macrantha (Ledeb.) Schult.,74,North-Central U.S.A.,GRIN
Koeleria macrantha (Ledeb.) Schult.,75,Northeastern U.S.A.,GRIN
Koeleria macrantha (Ledeb.) Schult.,76,Southwestern U.S.A.,GRIN
Koeleria macrantha (Ledeb.) Schult.,77,South-Central U.S.A.,GRIN
Koeleria macrantha (Ledeb.) Schult.,78,Southeastern U.S.A.,GRIN
Koeleria macrantha (Ledeb.) Schult.,79,Mexico,GRIN
Kyllinga polyphylla Willd. ex Kunth,24,Northeast Tropical Africa,GRIN
Kyllinga polyphylla Willd. ex Kunth,25,East Tropical Africa,GRIN
Kyllinga polyphylla Willd. ex Kunth,23,West-Central Tropical Africa,GRIN
Kyllinga polyphylla Willd. ex Kunth,22,West Tropical Africa,GRIN
Kyllinga polyphylla Willd. ex Kunth,26,South Tropical Africa,GRIN
Kyllinga polyphylla Willd. ex Kunth,27,Southern Africa,GRIN
Kyllinga polyphylla Willd. ex Kunth,29,Western Indian Ocean,GRIN
Lagascea mollis Cav.,79,Mexico,GRIN
Lagascea mollis Cav.,80,Central America,GRIN
Lagascea mollis Cav.,81,Caribbean,GRIN
Lagascea mollis Cav.,82,Northern South America,GRIN
Lagascea mollis Cav.,83,Western South America,GRIN
Lagascea mollis Cav.,84,Brazil,GRIN
Lagascea mollis Cav.,85,Southern South America,GRIN
Lagenaria siceraria (Molina) Standl.,26,South Tropical Africa,GRIN
Lagerstroemia duperreana Pierre ex Gagnep.,36,China,GRIN
Lagurus ovatus L.,21,Macaronesia,GRIN
Lagurus ovatus L.,20,Northern Africa,GRIN
Lagurus ovatus L.,34,Western Asia,GRIN
Lagurus ovatus L.,33,Caucasus,GRIN
Lagurus ovatus L.,14,Eastern Europe,GRIN
Lagurus ovatus L.,12,Southwestern Europe,GRIN
Lagurus ovatus L.,13,Southeastern Europe,GRIN
Lampranthus spectabilis (Haw.) N.E.Br.,27,Southern Africa,GRIN
Lantana camara L.,79,Mexico,GRIN
Lantana camara L.,81,Caribbean,GRIN
Lantana camara L.,80,Central America,GRIN
Lantana camara L.,82,Northern South America,GRIN
Lantana camara L.,83,Western South America,GRIN
Lantana canescens Kunth,78,Southeastern U.S.A.,GRIN
Lantana canescens Kunth,79,Mexico,GRIN
Lantana canescens Kunth,80,Central America,GRIN
Lantana canescens Kunth,81,Caribbean,GRIN
Lantana canescens Kunth,82,Northern South America,GRIN
Lantana canescens Kunth,83,Western South America,GRIN
Lantana canescens Kunth,84,Brazil,GRIN
Lantana canescens Kunth,85,Southern South America,GRIN
Lantana involucrata L.,78,Southeastern U.S.A.,GRIN
Lantana involucrata L.,79,Mexico,GRIN
Lantana involucrata L.,81,Caribbean,GRIN
Lantana involucrata L.,80,Central America,GRIN
Lantana involucrata L.,82,Northern South America,GRIN
Lantana montevidensis (Spreng.) Briq.,84,Brazil,GRIN
Lantana montevidensis (Spreng.) Briq.,83,Western South America,GRIN
Lantana montevidensis (Spreng.) Briq.,85,Southern South America,GRIN
Lantana nivea Vent.,84,Brazil,GRIN
Lantana nivea Vent.,85,Southern South America,GRIN
Lantana trifolia L.,79,Mexico,GRIN
Lantana trifolia L.,80,Central America,GRIN
Lantana trifolia L.,81,Caribbean,GRIN
Lantana trifolia L.,82,Northern South America,GRIN
Lantana trifolia L.,83,Western South America,GRIN
Lantana trifolia L.,84,Brazil,GRIN
Lantana trifolia L.,85,Southern South America,GRIN
Laportea aestuans (L.) Chew,26,South Tropical Africa,GRIN
Laportea aestuans (L.) Chew,29,Western Indian Ocean,GRIN
Laportea aestuans (L.) Chew,79,Mexico,GRIN
Laportea aestuans (L.) Chew,81,Caribbean,GRIN
Laportea aestuans (L.) Chew,80,Central America,GRIN
Laportea aestuans (L.) Chew,82,Northern South America,GRIN
Laportea aestuans (L.) Chew,83,Western South America,GRIN
Latania lontaroides (Gaertn.) H.E.Moore,29,Western Indian Ocean,GRIN
Lathyrus aphaca L.,21,Macaronesia,GRIN
Lathyrus aphaca L.,20,Northern Africa,GRIN
Lathyrus aphaca L.,34,Western Asia,GRIN
Lathyrus aphaca L.,33,Caucasus,GRIN
Lathyrus aphaca L.,32,Middle Asia,GRIN
Lathyrus aphaca L.,40,Indian Subcontinent,GRIN
Lathyrus aphaca L.,14,Eastern Europe,GRIN
Lathyrus aphaca L.,12,Southwestern Europe,GRIN
Lathyrus aphaca L.,13,Southeastern Europe,GRIN
Lathyrus odoratus L.,13,Southeastern Europe,GRIN
Launaea intybacea (Jacq.) Beauverd,21,Macaronesia,GRIN
Launaea intybacea (Jacq.) Beauverd,24,Northeast Tropical Africa,GRIN
Launaea intybacea (Jacq.) Beauverd,25,East Tropical Africa,GRIN
Launaea intybacea (Jacq.) Beauverd,22,West Tropical Africa,GRIN
Launaea intybacea (Jacq.) Beauverd,26,South Tropical Africa,GRIN
Launaea intybacea (Jacq.) Beauverd,27,Southern Africa,GRIN
Laurus nobilis L.,20,Northern Africa,GRIN
Laurus nobilis L.,34,Western Asia,GRIN
Laurus nobilis L.,12,Southwestern Europe,GRIN
Laurus nobilis L.,13,Southeastern Europe,GRIN
Lavandula angustifolia Mill.,12,Southwestern Europe,GRIN
Lavandula angustifolia Mill.,13,Southeastern Europe,GRIN
Lawsonia inermis L.,20,Northern Africa,GRIN
Lawsonia inermis L.,24,Northeast Tropical Africa,GRIN
Lawsonia inermis L.,23,West-Central Tropical Africa,GRIN
Lawsonia inermis L.,22,West Tropical Africa,GRIN
Lawsonia inermis L.,27,Southern Africa,GRIN
Lawsonia inermis L.,29,Western Indian Ocean,GRIN
Lawsonia inermis L.,40,Indian Subcontinent,GRIN
Lemna perpusilla Torr.,72,Eastern Canada,GRIN
Lemna perpusilla Torr.,75,Northeastern U.S.A.,GRIN
Lemna perpusilla Torr.,74,North-Central U.S.A.,GRIN
Lemna perpusilla Torr.,78,Southeastern U.S.A.,GRIN
Lemna perpusilla Torr.,77,South-Central U.S.A.,GRIN
Lemna turionifera Landolt,34,Western Asia,GRIN
Lemna turionifera Landolt,30,Siberia,GRIN
Lemna turionifera Landolt,32,Middle Asia,GRIN
Lemna turionifera Landolt,37,Mongolia,GRIN
Lemna turionifera Landolt,31,Russian Far East ,GRIN
Lemna turionifera Landolt,36,China,GRIN
Lemna turionifera Landolt,40,Indian Subcontinent,GRIN
Lemna turionifera Landolt,14,Eastern Europe,GRIN
Lemna turionifera Landolt,70,Subarctic America,GRIN
Lemna turionifera Landolt,71,Western Canada,GRIN
Lemna turionifera Landolt,72,Eastern Canada,GRIN
Lemna turionifera Landolt,73,Northwestern U.S.A.,GRIN
Lemna turionifera Landolt,74,North-Central U.S.A.,GRIN
Lemna turionifera Landolt,75,Northeastern U.S.A.,GRIN
Lemna turionifera Landolt,76,Southwestern U.S.A.,GRIN
Lemna turionifera Landolt,77,South-Central U.S.A.,GRIN
Lemna turionifera Landolt,78,Southeastern U.S.A.,GRIN
Lemna turionifera Landolt,79,Mexico,GRIN
Leonotis leonurus (L.) R.Br.,27,Southern Africa,GRIN
Lepidium didymum L.,82,Northern South America,GRIN
Lepidium didymum L.,84,Brazil,GRIN
Lepidium didymum L.,83,Western South America,GRIN
Lepidium didymum L.,85,Southern South America,GRIN
Lepidium ruderale L.,35,Arabian Peninsula,GRIN
Lepidium ruderale L.,34,Western Asia,GRIN
Lepidium ruderale L.,33,Caucasus,GRIN
Lepidium ruderale L.,30,Siberia,GRIN
Lepidium ruderale L.,32,Middle Asia,GRIN
Lepidium ruderale L.,37,Mongolia,GRIN
Lepidium ruderale L.,36,China,GRIN
Lepidium ruderale L.,40,Indian Subcontinent,GRIN
Lepidium ruderale L.,10,Northern Europe,GRIN
Lepidium ruderale L.,11,Middle Europe,GRIN
Lepidium ruderale L.,12,Southwestern Europe,GRIN
Lepidium ruderale L.,13,Southeastern Europe,GRIN
Lepidium ruderale L.,14,Eastern Europe,GRIN
Lepidium sativum L.,20,Northern Africa,GRIN
Lepidium sativum L.,24,Northeast Tropical Africa,GRIN
Lepidium sativum L.,35,Arabian Peninsula,GRIN
Lepidium sativum L.,34,Western Asia,GRIN
Lepidium sativum L.,40,Indian Subcontinent,GRIN
Lepidium virginicum L.,72,Eastern Canada,GRIN
Lepidium virginicum L.,71,Western Canada,GRIN
Lepidium virginicum L.,75,Northeastern U.S.A.,GRIN
Lepidium virginicum L.,74,North-Central U.S.A.,GRIN
Lepidium virginicum L.,73,Northwestern U.S.A.,GRIN
Lepidium virginicum L.,78,Southeastern U.S.A.,GRIN
Lepidium virginicum L.,77,South-Central U.S.A.,GRIN
Lepidium virginicum L.,76,Southwestern U.S.A.,GRIN
Lepidium virginicum L.,79,Mexico,GRIN
Lepidium virginicum L.,81,Caribbean,GRIN
Lepidium virginicum L.,80,Central America,GRIN
Leptospermum polygalifolium Salisb.,50,Australia,GRIN
Leptospermum trinervium (Sm.) Joy Thomps.,50,Australia,GRIN
Lespedeza bicolor Turcz.,30,Siberia,GRIN
Lespedeza bicolor Turcz.,37,Mongolia,GRIN
Lespedeza bicolor Turcz.,31,Russian Far East ,GRIN
Lespedeza bicolor Turcz.,36,China,GRIN
Lespedeza bicolor Turcz.,38,Eastern Asia,GRIN
Leucadendron argenteum (L.) R.Br.,27,Southern Africa,GRIN
Leucaena diversifolia (Schltdl.) Benth.,79,Mexico,GRIN
Leucaena diversifolia (Schltdl.) Benth.,80,Central America,GRIN
Leucaena leucocephala (Lam.) de Wit,79,Mexico,GRIN
Leucaena leucocephala (Lam.) de Wit,80,Central America,GRIN
Leucanthemum vulgare (Vaill.) Lam.,33,Caucasus,GRIN
Leucanthemum vulgare (Vaill.) Lam.,10,Northern Europe,GRIN
Leucanthemum vulgare (Vaill.) Lam.,11,Middle Europe,GRIN
Leucanthemum vulgare (Vaill.) Lam.,12,Southwestern Europe,GRIN
Leucanthemum vulgare (Vaill.) Lam.,13,Southeastern Europe,GRIN
Leucanthemum vulgare (Vaill.) Lam.,14,Eastern Europe,GRIN
Leucas martinicensis (Jacq.) R.Br.,21,Macaronesia,GRIN
Leucas martinicensis (Jacq.) R.Br.,24,Northeast Tropical Africa,GRIN
Leucas martinicensis (Jacq.) R.Br.,25,East Tropical Africa,GRIN
Leucas martinicensis (Jacq.) R.Br.,23,West-Central Tropical Africa,GRIN
Leucas martinicensis (Jacq.) R.Br.,22,West Tropical Africa,GRIN
Leucas martinicensis (Jacq.) R.Br.,26,South Tropical Africa,GRIN
Leucas martinicensis (Jacq.) R.Br.,27,Southern Africa,GRIN
Leucas martinicensis (Jacq.) R.Br.,29,Western Indian Ocean,GRIN
Leucas martinicensis (Jacq.) R.Br.,35,Arabian Peninsula,GRIN
Leucas martinicensis (Jacq.) R.Br.,36,China,GRIN
Leucas martinicensis (Jacq.) R.Br.,40,Indian Subcontinent,GRIN
Leucas martinicensis (Jacq.) R.Br.,41,Indo-China,GRIN
Leucojum aestivum L.,34,Western Asia,GRIN
Leucojum aestivum L.,33,Caucasus,GRIN
Leucojum aestivum L.,10,Northern Europe,GRIN
Leucojum aestivum L.,11,Middle Europe,GRIN
Leucojum aestivum L.,12,Southwestern Europe,GRIN
Leucojum aestivum L.,13,Southeastern Europe,GRIN
Leucojum aestivum L.,14,Eastern Europe,GRIN
Leucophyllum frutescens (Berland.) I.M.Johnst.,77,South-Central U.S.A.,GRIN
Leucophyllum frutescens (Berland.) I.M.Johnst.,79,Mexico,GRIN
Licuala spinosa Wurmb,41,Indo-China,GRIN
Licuala spinosa Wurmb,42,Malesia,GRIN
Lilium lancifolium Thunb.,36,China,GRIN
Lilium lancifolium Thunb.,38,Eastern Asia,GRIN
Limnanthes douglasii R.Br.,73,Northwestern U.S.A.,GRIN
Limnanthes douglasii R.Br.,76,Southwestern U.S.A.,GRIN
Limnocharis flava (L.) Buchenau,79,Mexico,GRIN
Limnocharis flava (L.) Buchenau,80,Central America,GRIN
Limnocharis flava (L.) Buchenau,81,Caribbean,GRIN
Limnocharis flava (L.) Buchenau,82,Northern South America,GRIN
Limnocharis flava (L.) Buchenau,83,Western South America,GRIN
Limnocharis flava (L.) Buchenau,84,Brazil,GRIN
Limnocharis flava (L.) Buchenau,85,Southern South America,GRIN
Linaria purpurea (L.) Mill.,13,Southeastern Europe,GRIN
Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson,77,South-Central U.S.A.,GRIN
Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson,79,Mexico,GRIN
Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson,80,Central America,GRIN
Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson,81,Caribbean,GRIN
Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson,82,Northern South America,GRIN
Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson,83,Western South America,GRIN
Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson,84,Brazil,GRIN
Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson,85,Southern South America,GRIN
Lobelia chinensis Lour.,36,China,GRIN
Lobelia chinensis Lour.,38,Eastern Asia,GRIN
Lobelia chinensis Lour.,40,Indian Subcontinent,GRIN
Lobelia chinensis Lour.,41,Indo-China,GRIN
Lobelia chinensis Lour.,42,Malesia,GRIN
Lolium multiflorum Lam.,21,Macaronesia,GRIN
Lolium multiflorum Lam.,20,Northern Africa,GRIN
Lolium multiflorum Lam.,34,Western Asia,GRIN
Lolium multiflorum Lam.,33,Caucasus,GRIN
Lolium multiflorum Lam.,40,Indian Subcontinent,GRIN
Lolium multiflorum Lam.,12,Southwestern Europe,GRIN
Lolium multiflorum Lam.,13,Southeastern Europe,GRIN
Lolium multiflorum Lam.,14,Eastern Europe,GRIN
Lolium multiflorum Lam.,11,Middle Europe,GRIN
Lolium perenne L.,21,Macaronesia,GRIN
Lolium perenne L.,20,Northern Africa,GRIN
Lolium perenne L.,35,Arabian Peninsula,GRIN
Lolium perenne L.,34,Western Asia,GRIN
Lolium perenne L.,33,Caucasus,GRIN
Lolium perenne L.,40,Indian Subcontinent,GRIN
Lolium perenne L.,10,Northern Europe,GRIN
Lolium perenne L.,11,Middle Europe,GRIN
Lolium perenne L.,12,Southwestern Europe,GRIN
Lolium perenne L.,13,Southeastern Europe,GRIN
Lolium perenne L.,14,Eastern Europe,GRIN
Lolium temulentum L.,14,Eastern Europe,GRIN
Lonchocarpus capassa Rolfe,25,East Tropical Africa,GRIN
Lonchocarpus capassa Rolfe,23,West-Central Tropical Africa,GRIN
Lonchocarpus capassa Rolfe,26,South Tropical Africa,GRIN
Lonchocarpus capassa Rolfe,27,Southern Africa,GRIN
Lonchocarpus sericeus (Poir.) DC.,23,West-Central Tropical Africa,GRIN
Lonchocarpus sericeus (Poir.) DC.,22,West Tropical Africa,GRIN
Lonchocarpus sericeus (Poir.) DC.,26,South Tropical Africa,GRIN
Lonchocarpus sericeus (Poir.) DC.,79,Mexico,GRIN
Lonchocarpus sericeus (Poir.) DC.,80,Central America,GRIN
Lonchocarpus sericeus (Poir.) DC.,81,Caribbean,GRIN
Lonchocarpus sericeus (Poir.) DC.,82,Northern South America,GRIN
Lonchocarpus sericeus (Poir.) DC.,83,Western South America,GRIN
Lonchocarpus sericeus (Poir.) DC.,84,Brazil,GRIN
Lonchocarpus sericeus (Poir.) DC.,85,Southern South America,GRIN
Lonicera caprifolium L.,10,Northern Europe,GRIN
Lonicera caprifolium L.,11,Middle Europe,GRIN
Lonicera caprifolium L.,12,Southwestern Europe,GRIN
Lonicera caprifolium L.,13,Southeastern Europe,GRIN
Lonicera confusa DC.,36,China,GRIN
Lonicera confusa DC.,40,Indian Subcontinent,GRIN
Lonicera confusa DC.,41,Indo-China,GRIN
Lonicera etrusca Santi,20,Northern Africa,GRIN
Lonicera etrusca Santi,35,Arabian Peninsula,GRIN
Lonicera etrusca Santi,34,Western Asia,GRIN
Lonicera etrusca Santi,33,Caucasus,GRIN
Lonicera etrusca Santi,14,Eastern Europe,GRIN
Lonicera etrusca Santi,12,Southwestern Europe,GRIN
Lonicera etrusca Santi,13,Southeastern Europe,GRIN
Lonicera japonica Thunb.,36,China,GRIN
Lonicera japonica Thunb.,38,Eastern Asia,GRIN
Lonicera periclymenum L.,20,Northern Africa,GRIN
Lonicera periclymenum L.,10,Northern Europe,GRIN
Lonicera periclymenum L.,11,Middle Europe,GRIN
Lonicera periclymenum L.,12,Southwestern Europe,GRIN
Lonicera periclymenum L.,13,Southeastern Europe,GRIN
Lophospermum erubescens D.Don,79,Mexico,GRIN
Lophospermum scandens D.Don,79,Mexico,GRIN
Lotus jacobaeus L.,21,Macaronesia,GRIN
Ludwigia erecta (L.) H.Hara,78,Southeastern U.S.A.,GRIN
Ludwigia erecta (L.) H.Hara,79,Mexico,GRIN
Ludwigia erecta (L.) H.Hara,80,Central America,GRIN
Ludwigia erecta (L.) H.Hara,81,Caribbean,GRIN
Ludwigia erecta (L.) H.Hara,82,Northern South America,GRIN
Ludwigia erecta (L.) H.Hara,83,Western South America,GRIN
Ludwigia erecta (L.) H.Hara,84,Brazil,GRIN
Ludwigia erecta (L.) H.Hara,85,Southern South America,GRIN
Ludwigia hyssopifolia (G.Don) Exell,21,Macaronesia,GRIN
Ludwigia hyssopifolia (G.Don) Exell,24,Northeast Tropical Africa,GRIN
Ludwigia hyssopifolia (G.Don) Exell,23,West-Central Tropical Africa,GRIN
Ludwigia hyssopifolia (G.Don) Exell,22,West Tropical Africa,GRIN
Ludwigia hyssopifolia (G.Don) Exell,36,China,GRIN
Ludwigia hyssopifolia (G.Don) Exell,38,Eastern Asia,GRIN
Ludwigia hyssopifolia (G.Don) Exell,40,Indian Subcontinent,GRIN
Ludwigia hyssopifolia (G.Don) Exell,41,Indo-China,GRIN
Ludwigia hyssopifolia (G.Don) Exell,42,Malesia,GRIN
Ludwigia hyssopifolia (G.Don) Exell,43,Papuasia,GRIN
Ludwigia hyssopifolia (G.Don) Exell,50,Australia,GRIN
Ludwigia hyssopifolia (G.Don) Exell,79,Mexico,GRIN
Ludwigia hyssopifolia (G.Don) Exell,62,Northwestern Pacific,GRIN
Ludwigia hyssopifolia (G.Don) Exell,81,Caribbean,GRIN
Ludwigia hyssopifolia (G.Don) Exell,80,Central America,GRIN
Ludwigia hyssopifolia (G.Don) Exell,82,Northern South America,GRIN
Ludwigia hyssopifolia (G.Don) Exell,84,Brazil,GRIN
Ludwigia hyssopifolia (G.Don) Exell,83,Western South America,GRIN
Ludwigia peruviana (L.) H.Hara,79,Mexico,GRIN
Ludwigia peruviana (L.) H.Hara,80,Central America,GRIN
Ludwigia peruviana (L.) H.Hara,81,Caribbean,GRIN
